age,sex,zagran_passport,driver_license,credit_sum,family_status,children_dependents,work_experience,income,additional_income,additional_income_type,car_price,from
85,1,0,1,619,2,1,53,100,66,4,4648,2
20,1,1,1,785,1,1,0,152,36,1,0,45
49,2,1,0,1241,3,0,27,168,5,2,0,26
39,1,0,1,0,2,0,8,123,22,2,4495,16
74,1,0,1,176,1,1,28,31,33,6,1472,34
35,1,1,1,494,2,0,5,147,7,6,3542,41
37,2,0,0,0,2,0,12,85,78,4,0,51
83,2,0,0,0,3,3,63,66,100,7,0,24
60,2,1,1,667,1,2,31,36,80,5,0,38
29,1,0,1,0,1,3,8,88,40,9,2688,17
62,2,0,0,947,1,0,11,61,97,5,0,44
39,1,0,1,475,1,3,14,86,28,4,4104,32
35,1,0,1,955,1,2,6,21,16,8,925,37
41,2,1,0,140,2,0,18,51,41,6,0,31
45,2,1,1,222,1,0,10,178,31,2,5434,16
75,2,1,1,135,3,0,14,102,37,7,0,39
70,2,1,1,122,3,1,1,62,12,5,2590,10
49,1,0,1,501,2,1,11,157,41,4,4752,3
19,1,0,0,1432,1,1,0,25,4,1,0,26
27,1,1,1,3639,2,0,7,193,12,8,5740,13
31,2,0,1,1792,3,0,2,152,88,7,0,40
49,2,0,0,403,1,3,20,128,14,4,0,16
26,1,0,0,640,1,0,1,163,23,5,0,45
56,1,0,1,188,2,0,27,165,0,9,4620,14
68,1,0,1,0,1,0,30,43,35,5,1716,19
74,1,0,1,0,2,0,40,43,6,1,1372,22
47,2,1,1,773,4,0,7,126,4,4,2210,34
47,1,0,1,767,4,1,17,81,34,4,3450,0
60,1,1,1,106,1,0,33,86,32,9,0,50
24,1,0,1,329,2,0,1,131,44,5,0,5
77,1,1,0,956,3,1,55,37,43,5,0,18
45,2,0,0,599,2,1,8,86,38,7,0,27
37,1,0,0,319,4,3,17,64,81,5,0,29
65,2,1,1,144,1,0,46,168,3,1,0,9
78,2,0,0,182,2,0,13,156,80,1,0,13
25,1,0,0,815,4,0,3,193,99,4,0,11
41,1,0,1,700,1,3,11,192,34,6,0,38
41,1,1,0,397,3,3,22,195,98,4,0,30
61,2,0,1,725,4,3,16,169,32,6,0,18
48,1,1,0,897,1,0,28,140,94,9,0,15
34,1,0,0,0,1,1,0,158,0,8,0,21
85,1,0,1,250,1,1,5,186,42,5,6840,11
89,2,0,0,1759,3,1,18,176,41,7,0,42
45,2,1,1,764,1,1,25,82,19,2,0,4
52,1,0,1,731,3,1,26,706,40,4,11190,10
47,1,1,0,694,1,1,28,94,93,3,0,47
66,1,1,1,339,1,3,19,45,3,4,0,4
78,2,1,1,3092,1,3,53,176,6,3,0,31
68,1,0,1,101,1,1,45,135,20,4,0,37
35,1,1,1,92,1,1,9,64,7,9,2130,11
45,1,0,0,631,1,0,24,129,52,1,0,36
55,2,0,1,1773,4,1,31,189,15,9,0,19
26,2,1,0,124,4,1,0,69,44,5,0,23
39,2,0,1,406,1,3,18,25,0,7,550,5
26,2,0,0,4978,1,0,4,73,29,9,0,4
73,2,0,0,0,1,2,3,40,36,3,0,22
36,1,0,1,0,2,0,16,191,37,2,0,0
65,2,1,1,212,2,0,45,88,86,1,6264,11
58,1,0,1,197,1,1,21,101,29,2,1820,14
20,1,0,1,766,2,0,1,98,11,1,2071,4
26,2,1,0,1749,1,0,3,50,41,9,0,50
25,2,0,1,425,1,0,5,59,37,9,0,22
18,2,1,1,3608,4,3,0,97,43,6,2800,38
35,1,0,1,811,1,1,9,191,26,4,6510,28
72,1,1,0,621,1,3,31,183,7,3,0,39
64,2,0,1,172,4,0,35,95,64,9,0,38
70,1,1,1,64,1,2,34,175,37,5,0,20
52,1,1,1,0,1,0,23,126,11,9,1781,7
47,2,0,0,0,2,0,14,135,55,2,0,44
42,2,0,1,342,1,0,11,21,43,3,896,43
56,1,0,1,0,4,0,21,108,96,3,2448,39
40,2,0,1,0,1,1,21,121,28,7,0,22
61,1,0,1,963,2,0,19,194,11,5,0,42
47,1,1,1,484,1,2,16,137,12,9,0,18
34,1,0,0,0,1,1,15,75,48,3,0,13
18,2,1,1,369,1,0,0,90,17,2,2461,19
37,1,0,0,368,2,0,6,183,38,8,0,46
34,1,1,1,0,1,3,8,23,26,7,0,10
81,1,0,0,3832,2,0,11,98,3,5,0,35
71,2,0,0,290,2,0,12,105,37,7,0,30
40,2,1,1,0,1,0,3,41,34,8,1425,6
70,1,1,1,0,1,2,32,90,14,4,3120,15
37,1,0,1,414,1,3,16,91,28,1,3570,9
35,1,0,1,903,1,3,3,129,43,5,5848,22
59,2,0,1,669,1,1,28,91,7,8,2156,4
55,2,1,0,284,2,0,30,141,35,7,0,35
62,2,1,0,834,2,0,23,193,28,7,0,29
23,2,1,1,721,1,1,4,199,59,9,6192,37
67,1,1,0,926,2,0,18,61,2,9,0,4
31,2,0,1,91,3,2,9,39,34,8,0,37
54,1,0,1,0,2,0,30,25,44,2,0,15
85,1,0,0,1142,1,0,32,92,60,6,0,18
23,2,0,1,0,2,0,1,144,13,1,0,41
59,1,1,0,4684,1,1,11,58,34,5,0,48
45,1,0,1,481,1,1,15,63,17,9,0,34
20,2,0,1,666,1,2,0,118,5,9,0,8
34,2,0,0,723,3,1,0,90,30,7,0,29
69,2,1,1,0,1,2,20,166,29,1,0,33
67,1,1,1,807,1,3,48,171,16,8,2431,39
51,1,1,0,1762,1,2,8,30,4,9,0,30
55,2,0,1,3827,2,0,30,172,13,1,5735,43
80,2,0,1,600,1,2,13,97,17,6,1596,39
48,2,0,1,822,1,0,25,261,37,4,0,13
37,2,0,1,998,2,0,17,88,20,1,2916,21
66,2,0,1,464,2,0,34,33,27,4,1500,42
49,2,0,0,256,1,2,2,79,37,7,0,47
40,1,0,0,600,1,0,21,103,12,7,0,35
48,1,1,1,802,2,0,16,106,49,4,0,48
58,1,0,1,396,3,3,15,112,25,3,0,7
68,1,0,1,730,3,3,0,63,36,8,0,40
36,1,0,0,300,1,0,7,35,37,2,0,39
69,1,1,1,600,1,1,42,97,98,7,0,6
35,1,0,1,645,2,0,4,109,18,6,0,5
72,2,0,0,0,2,0,53,147,81,3,0,45
20,2,1,1,2297,4,1,0,192,15,1,0,25
75,2,0,1,2974,1,3,26,52,18,6,0,3
20,2,0,0,952,1,1,0,123,14,9,0,1
73,2,1,0,517,1,0,29,72,2,9,0,22
46,1,0,0,996,2,0,2,142,94,8,0,11
68,1,1,0,0,1,0,3,23,1,3,0,7
62,1,1,0,385,4,1,38,69,6,9,0,33
69,1,0,1,392,1,3,46,92,10,6,0,39
64,2,1,1,0,2,0,45,88,90,4,0,18
61,2,1,1,3905,4,0,15,41,3,6,1232,1
23,2,0,1,667,2,0,3,74,6,5,0,29
39,2,1,0,442,4,0,13,125,21,2,0,45
70,1,0,0,217,4,0,20,140,1,2,0,39
26,1,0,1,112,2,0,7,48,5,1,0,38
60,1,0,0,0,4,1,30,53,6,7,0,29
41,2,1,1,918,3,0,8,68,9,8,0,12
55,1,0,1,0,1,2,16,174,2,3,0,51
47,2,1,1,2457,1,3,3,143,17,2,0,27
42,2,1,0,618,1,0,18,78,59,2,0,27
40,1,1,0,405,2,0,8,69,32,4,0,15
43,2,1,1,854,1,1,23,127,39,1,0,35
30,2,0,1,422,2,0,5,50,11,5,0,6
79,1,1,0,792,2,0,18,69,29,3,0,42
52,1,0,1,250,1,1,15,103,8,9,0,29
76,2,0,0,396,1,2,10,176,62,7,0,0
26,2,1,1,0,4,0,5,197,37,8,0,35
67,2,0,1,287,1,2,45,53,22,2,0,22
24,1,0,0,432,2,0,5,60,69,5,0,14
77,1,0,1,0,3,3,50,31,18,3,0,16
76,1,1,1,0,2,0,40,32,23,4,935,32
82,2,0,1,0,1,0,38,92,38,6,2860,25
63,2,0,1,495,4,2,7,134,50,5,3128,1
70,2,0,1,3719,1,2,43,59,17,8,2508,47
62,2,0,1,0,3,2,33,31,23,6,1890,0
24,1,0,0,143,2,0,4,190,45,4,0,27
39,1,1,1,148,4,3,20,153,46,1,3383,44
48,2,0,1,601,2,0,22,37,34,4,2130,15
50,2,0,0,0,1,2,20,94,38,1,0,51
51,1,0,1,656,2,0,31,94,32,9,2772,43
73,2,0,0,62,1,0,23,67,10,6,0,27
32,2,0,1,649,1,2,11,30,99,1,2580,26
60,1,0,0,827,1,0,3,181,40,2,0,19
73,2,0,1,885,3,1,48,158,23,4,3620,36
67,2,1,1,61,1,1,11,130,18,3,0,30
76,1,1,0,487,2,0,23,144,45,8,0,33
23,1,1,0,3250,1,0,0,69,17,5,0,21
34,2,0,0,638,1,0,10,106,82,9,0,6
41,2,1,1,0,2,0,16,147,42,5,6048,50
24,1,1,1,692,3,0,0,27,58,3,0,7
41,1,1,1,906,1,1,0,199,21,9,5720,39
67,1,0,1,531,1,2,15,29,39,2,1836,26
65,2,1,1,0,1,1,18,404,63,8,13076,33
50,1,0,1,471,3,3,20,22,13,9,1260,16
32,1,1,0,0,4,1,0,40,34,8,0,36
31,2,1,1,1557,3,2,5,20,33,1,1537,12
38,1,1,0,0,1,1,6,191,40,1,0,27
31,1,1,1,363,1,1,7,37,40,2,1540,44
36,1,1,1,170,1,0,1,98,1,6,0,15
36,1,0,0,992,1,0,8,170,16,1,0,37
66,2,1,1,0,1,0,36,143,33,4,0,51
25,2,1,0,334,2,0,0,107,16,5,0,49
56,2,1,1,247,1,2,35,153,94,8,8151,34
36,2,0,1,791,1,2,7,21,6,3,0,29
39,1,0,0,210,1,3,2,195,16,2,0,27
30,2,0,1,971,1,0,3,47,5,2,1040,51
19,1,1,0,520,2,0,0,37,15,5,0,6
39,1,1,0,480,2,0,19,97,14,7,0,24
49,2,0,0,0,3,0,24,75,32,8,0,27
41,2,0,1,691,4,0,16,102,17,6,0,30
38,2,1,0,617,1,1,3,44,28,7,0,10
50,2,0,1,534,2,0,9,21,17,1,0,11
59,2,0,1,300,1,1,37,24,16,5,920,15
80,1,0,1,232,1,1,33,26,12,6,0,45
38,2,0,1,1941,2,0,6,63,28,6,2457,13
24,1,0,0,0,1,3,5,64,49,1,0,48
42,1,0,1,332,4,0,1,102,83,9,0,45
64,2,0,0,268,1,1,42,130,37,1,0,6
67,1,1,1,2007,1,3,39,127,2,2,0,10
46,1,0,0,404,1,3,8,171,71,5,0,5
71,2,0,1,690,1,1,50,164,50,2,0,3
45,2,0,1,197,3,1,8,52,69,6,2420,2
20,2,1,0,698,1,0,1,54,11,1,0,8
76,2,1,0,631,2,0,5,56,50,6,0,25
60,2,0,1,266,3,2,22,148,26,6,5916,9
74,2,1,0,529,1,0,32,100,30,7,0,24
69,2,1,0,350,2,0,10,159,0,7,0,22
63,1,1,1,4379,4,2,5,117,79,2,5880,19
42,2,1,0,1133,1,3,21,100,27,3,0,35
57,1,1,1,718,1,1,0,100,43,8,0,36
32,2,1,0,887,1,3,13,181,48,1,0,13
44,1,0,0,3564,2,1,21,48,4,3,0,28
66,2,1,0,3512,1,0,22,88,8,7,0,0
77,2,0,1,933,1,2,11,34,65,8,2574,9
34,1,1,0,671,1,0,5,67,23,2,0,14
79,2,1,1,207,3,3,20,38,13,4,1785,23
59,2,1,1,345,1,0,20,67,33,3,3200,9
75,2,1,0,970,1,1,56,55,6,6,0,45
34,1,0,1,3358,2,0,5,84,80,3,0,5
19,1,0,0,648,1,0,0,168,91,5,0,48
63,2,0,1,730,1,0,26,34,19,9,636,31
36,1,1,1,577,2,0,0,150,72,9,0,5
59,1,1,0,461,2,0,34,184,39,1,0,47
79,2,1,1,744,1,0,25,147,53,9,0,25
48,2,0,0,536,3,0,18,62,31,3,0,8
62,1,0,1,501,1,0,40,20,19,2,1014,45
74,2,1,0,0,2,0,3,187,17,2,0,18
44,2,0,0,777,1,0,1,78,22,6,0,14
45,2,0,1,639,1,2,8,92,42,7,2814,2
72,1,0,1,268,2,0,36,99,45,2,5040,31
40,2,0,1,993,2,0,19,88,66,6,0,14
63,2,0,0,2237,2,1,21,139,29,2,0,41
37,1,0,0,0,1,1,8,37,10,8,0,51
19,2,0,0,157,1,3,0,110,35,8,0,46
41,2,1,1,779,4,0,11,153,33,2,0,1
50,2,1,0,527,1,0,25,56,28,2,0,15
34,1,0,0,293,1,0,7,141,43,9,0,3
45,2,0,0,352,4,1,3,86,20,1,0,0
64,1,0,0,704,2,0,36,32,72,6,0,38
63,1,1,0,1025,3,3,14,30,21,8,0,5
43,1,0,1,507,1,0,11,95,21,3,0,37
74,2,0,0,0,1,3,20,170,13,2,0,43
46,1,1,1,836,1,1,17,43,17,8,0,8
43,1,0,1,947,2,0,17,33,4,5,0,29
48,2,0,1,882,2,0,24,49,34,1,0,28
32,2,1,1,248,4,1,7,137,24,2,3220,39
20,2,0,0,4697,1,1,1,59,6,2,0,15
31,1,0,1,628,1,0,4,196,2,9,2376,26
61,1,0,1,285,1,2,11,153,41,7,2522,27
35,1,1,0,691,1,1,9,42,43,9,0,17
32,1,1,0,2872,1,1,3,109,61,2,0,49
58,2,0,1,989,4,1,16,25,84,8,0,20
25,2,1,1,745,3,3,5,21,16,2,0,43
45,2,1,1,633,3,3,10,179,100,3,7812,47
30,1,1,0,3209,2,0,10,24,58,3,0,41
38,2,1,1,4270,1,3,16,80,51,4,0,48
40,2,0,1,292,4,3,0,48,4,8,0,11
43,1,1,0,828,2,0,5,78,50,6,0,8
37,1,1,0,0,1,2,16,183,9,5,0,42
32,2,0,1,613,1,1,4,44,21,7,2080,4
44,2,1,1,764,3,0,11,97,32,8,3096,0
25,2,0,1,91,1,1,5,64,65,3,4386,7
76,1,0,1,0,2,0,54,189,24,1,4260,47
45,2,0,0,0,1,1,20,137,55,8,0,17
65,1,1,1,994,1,3,15,162,18,3,6120,37
19,2,0,0,669,1,1,0,58,32,2,0,29
33,1,1,0,0,2,0,13,27,5,4,0,2
42,1,0,1,968,1,1,22,25,22,1,0,51
41,1,0,0,0,1,1,22,64,98,5,0,6
47,2,1,1,426,1,1,3,187,20,4,5589,12
68,2,1,1,416,1,1,29,110,38,4,4144,33
38,2,0,0,554,1,0,16,173,23,8,0,41
44,2,0,1,565,3,1,11,103,33,8,3672,4
53,2,1,1,0,2,0,28,70,17,1,1479,24
45,1,1,1,3169,1,2,5,85,18,4,0,23
46,2,0,1,704,2,0,16,48,14,3,992,28
22,1,0,1,484,1,2,0,95,15,3,0,34
78,1,0,1,855,3,1,0,179,30,1,0,46
20,2,0,0,98,4,1,1,195,42,1,0,39
67,1,1,0,493,2,0,39,65,36,6,0,35
71,1,0,0,969,2,0,27,174,26,3,0,16
78,1,0,0,2852,1,1,19,36,36,8,0,4
79,2,0,1,0,2,0,11,151,8,1,3975,0
34,2,0,1,725,2,0,13,58,37,8,2185,17
25,2,0,0,2344,1,2,0,78,9,8,0,4
24,2,1,0,100,2,0,4,160,15,2,0,31
77,2,0,1,0,4,2,35,88,84,8,0,17
41,2,1,0,823,1,1,10,50,8,6,0,7
31,2,1,1,0,3,0,12,61,93,7,3080,39
61,1,1,1,759,2,0,27,66,97,6,0,25
26,2,0,0,524,4,1,2,192,1,4,0,25
45,2,1,0,819,2,0,21,35,26,8,0,14
79,2,0,1,60,1,3,39,188,31,8,4380,26
28,1,0,1,684,3,1,1,104,17,3,0,2
39,2,0,0,244,1,2,9,195,7,8,0,33
66,1,0,1,834,2,0,44,163,17,5,0,36
23,2,0,0,162,1,3,0,36,2,5,0,12
43,2,0,0,4435,1,1,20,94,13,9,0,6
49,2,1,1,587,4,2,11,89,1,1,1530,6
75,1,0,0,0,1,3,9,62,9,6,0,6
76,2,1,1,777,3,1,44,120,8,3,0,40
49,2,0,1,763,1,1,20,74,17,7,0,20
34,2,1,1,512,1,2,0,46,16,2,0,42
42,1,1,1,144,1,0,16,167,13,4,3960,23
18,2,1,1,706,2,0,0,84,23,7,1605,38
67,2,1,1,0,2,0,25,65,14,1,1106,45
71,2,1,1,701,1,1,12,138,3,9,3243,44
69,2,1,0,4660,1,1,27,95,39,5,0,47
58,2,0,0,1157,4,0,14,198,33,7,0,17
60,1,0,1,4832,3,2,0,31,10,7,0,2
54,2,0,0,69,1,0,30,78,3,8,0,27
26,1,1,0,235,3,3,1,133,50,8,0,49
47,2,1,0,700,1,2,1,163,92,6,0,7
66,1,0,1,743,1,1,11,22,47,6,0,20
47,2,1,1,393,2,0,0,52,47,1,2376,35
78,2,1,1,498,1,3,27,49,3,9,0,49
20,1,0,0,491,3,3,1,31,21,4,0,2
62,1,0,1,0,1,1,43,110,29,5,0,49
29,2,0,0,2629,2,0,1,25,97,4,0,13
48,2,0,1,389,1,3,3,172,72,6,0,7
29,1,0,0,837,2,0,0,188,13,8,0,37
49,1,1,0,286,2,0,20,77,35,1,0,43
66,2,1,1,155,1,0,15,198,42,1,7680,0
35,2,0,1,0,2,0,9,188,24,1,3604,50
23,2,0,1,469,4,1,2,35,45,2,0,5
24,1,0,0,876,2,0,4,25,40,5,0,35
39,1,0,1,377,1,0,18,85,51,9,3264,22
68,1,0,1,573,1,1,42,75,79,5,0,6
38,1,1,0,2228,1,1,6,80,38,1,0,17
57,1,0,1,847,1,0,26,143,98,8,0,1
25,2,1,0,296,1,1,3,66,41,5,0,47
52,2,0,0,325,3,1,14,32,55,3,0,23
79,1,0,1,433,2,0,14,63,20,8,2324,44
52,1,1,1,931,1,0,16,193,41,9,0,34
87,1,1,1,658,1,1,51,54,78,7,2772,46
42,2,0,1,915,1,2,10,76,65,2,2820,41
43,2,0,0,0,2,0,22,140,39,9,0,28
54,2,0,1,325,1,1,0,51,39,2,0,38
49,2,0,1,0,1,3,24,39,22,2,0,33
20,1,0,0,753,1,2,0,127,73,5,0,2
71,1,0,0,360,1,0,35,45,58,7,0,45
33,1,1,0,2123,1,0,10,88,43,7,0,16
36,2,1,1,774,1,2,13,39,31,9,0,50
70,1,1,1,881,1,2,32,62,75,1,3014,33
33,2,1,0,305,3,1,7,166,93,5,0,27
65,2,1,0,800,1,2,14,57,21,1,0,39
53,2,1,1,553,1,2,25,38,21,1,0,13
69,1,0,1,595,3,1,28,63,1,3,0,33
19,2,0,1,407,2,0,0,182,18,9,0,26
35,2,0,1,647,1,0,7,105,37,4,0,3
43,2,1,1,1274,1,1,2,100,20,8,1440,25
29,2,1,1,659,1,3,8,77,34,2,0,19
42,1,0,1,0,1,3,15,97,69,6,4648,2
60,2,0,1,0,2,0,12,110,12,5,1708,5
35,2,0,0,766,2,0,4,20,15,7,0,26
77,1,1,0,727,1,3,4,74,37,1,0,38
37,1,1,0,742,1,1,18,60,44,3,0,7
57,1,0,0,0,3,2,5,26,36,4,0,22
50,1,0,0,594,1,1,1,192,87,4,0,25
42,1,1,1,0,2,0,4,86,45,2,0,3
42,2,0,1,235,1,3,19,86,5,2,3185,31
46,1,0,0,424,1,3,25,182,71,8,0,32
62,1,1,0,750,1,3,9,181,11,3,0,28
25,2,0,0,217,4,1,6,30,19,8,0,21
89,2,1,0,968,4,0,55,92,58,4,0,17
46,2,0,1,649,1,3,5,51,99,1,0,49
36,1,1,1,520,2,0,0,88,16,4,2496,10
41,2,0,1,785,1,2,19,112,0,6,1568,9
41,1,0,1,171,3,2,4,52,42,3,3102,39
64,1,0,1,648,3,3,44,108,43,1,2265,42
43,2,1,1,0,2,0,15,117,5,8,0,10
67,1,1,0,448,1,3,19,108,0,7,0,4
57,2,0,0,990,3,1,31,69,25,4,0,15
34,1,0,0,1546,4,0,11,148,57,6,0,3
64,1,1,1,0,1,3,35,154,51,2,4715,37
26,2,1,0,570,1,2,3,51,34,8,0,25
38,2,0,0,0,4,0,3,160,14,4,0,32
34,2,1,1,253,1,0,1,84,41,8,0,8
53,1,0,1,316,1,0,3,93,192,5,0,28
51,2,0,1,0,2,1,14,29,11,8,560,5
41,2,0,1,710,1,1,20,733,6,1,15519,1
88,2,0,1,735,1,1,15,126,26,3,0,51
40,2,0,0,176,1,1,19,42,16,9,0,42
77,1,0,0,0,1,0,57,96,52,5,0,50
55,1,1,0,971,3,1,20,95,13,4,0,38
68,1,0,0,0,1,2,11,40,8,3,0,50
66,2,0,0,650,3,2,12,48,7,9,0,50
47,2,1,1,0,1,0,25,190,38,6,0,15
68,1,0,1,195,1,1,22,139,90,5,4809,24
58,1,1,0,778,1,0,36,86,23,7,0,8
74,1,0,0,816,1,1,2,181,66,6,0,14
79,1,1,1,938,2,0,42,84,64,3,2220,13
65,1,1,1,1900,1,1,0,109,13,9,4148,10
82,2,0,1,480,1,0,21,29,17,2,0,43
86,2,0,1,0,2,0,20,91,11,7,1530,34
30,2,0,1,157,2,0,3,32,40,5,0,9
71,2,1,0,732,1,0,15,122,13,5,0,9
21,1,1,1,0,2,0,0,47,7,4,1134,29
59,2,0,1,0,3,0,11,57,5,3,0,10
19,1,1,1,332,1,1,0,26,9,8,0,30
64,1,0,1,150,1,1,0,136,11,7,0,26
41,2,1,1,949,1,1,7,64,93,1,5338,38
53,2,1,1,874,2,0,21,23,1,5,624,6
36,2,0,1,242,1,0,10,136,15,9,4379,7
46,2,0,1,156,2,0,14,122,6,2,0,1
56,2,0,1,601,2,0,11,142,58,2,0,11
54,1,0,0,212,2,0,18,74,8,1,0,40
60,1,0,0,0,2,0,9,181,49,5,0,16
28,1,1,0,65,1,2,1,21,13,8,0,0
35,2,0,1,781,3,2,10,199,45,4,0,34
23,1,0,0,799,1,0,3,68,51,2,0,51
37,2,0,0,444,1,1,5,116,17,8,0,24
50,2,0,1,168,2,0,10,185,1,4,0,38
33,1,0,1,0,2,0,8,41,19,2,0,50
47,2,0,0,153,1,3,2,47,4,3,0,47
30,1,0,0,4356,1,2,9,189,66,6,0,30
24,1,0,1,0,4,1,2,183,100,5,4811,31
57,1,0,0,708,1,1,11,172,12,2,0,38
54,2,0,1,97,2,0,26,104,31,1,0,18
54,2,0,0,4655,1,3,14,70,36,4,0,14
69,2,1,0,189,1,3,32,34,32,2,0,13
55,2,0,1,719,4,0,4,77,1,4,0,41
20,2,1,1,1107,2,0,1,20,6,5,702,17
33,2,1,0,733,1,2,9,98,32,9,0,20
55,1,0,1,352,2,0,18,76,48,5,3472,28
61,1,1,1,0,1,0,35,31,43,5,0,25
24,1,1,0,223,1,2,3,147,19,8,0,7
41,1,1,1,1468,1,2,19,74,38,2,0,27
61,2,0,1,3788,1,1,21,34,21,9,935,38
77,2,1,1,616,1,2,23,40,26,3,0,1
65,1,1,0,773,3,3,24,130,73,9,0,13
21,1,0,1,539,1,0,0,74,7,1,0,41
51,1,0,0,0,1,0,8,82,71,3,0,39
49,2,0,0,0,1,3,17,68,22,4,0,46
29,1,1,1,867,2,0,3,121,43,7,2296,4
25,2,0,1,240,1,1,3,88,38,9,3024,20
65,2,0,1,1081,2,0,23,55,47,2,1530,28
67,1,0,0,0,3,2,35,177,59,7,0,3
44,1,1,0,0,3,3,15,192,42,1,0,32
71,1,0,1,1116,2,0,5,97,18,4,2875,4
38,2,0,1,810,2,0,15,125,7,5,0,11
72,2,1,1,312,1,1,39,185,73,8,6708,20
60,2,0,1,213,3,2,21,20,21,8,0,39
41,2,1,1,2307,2,0,20,33,24,2,684,8
41,2,1,0,701,1,0,0,74,42,5,0,38
35,1,0,1,120,1,1,15,36,91,1,0,14
42,2,1,0,833,1,1,17,84,25,2,0,38
26,1,0,0,0,1,2,3,183,22,1,0,32
42,2,0,1,1719,1,3,19,97,33,8,1820,35
56,1,0,1,0,3,2,20,51,4,2,1925,24
73,1,0,0,738,1,1,41,159,14,7,0,41
57,2,1,0,111,1,2,26,44,18,8,0,17
25,2,1,0,0,1,0,5,42,42,4,0,38
29,1,1,1,0,1,0,4,104,17,1,2541,42
45,2,0,0,66,2,0,15,42,20,2,0,46
79,1,1,0,168,1,2,32,181,17,9,0,22
38,1,1,0,489,4,0,19,108,7,5,0,22
50,2,0,0,266,1,0,3,99,13,3,0,27
44,1,1,1,1001,1,1,14,27,8,1,1015,18
53,1,0,1,440,2,0,9,106,62,5,0,33
60,1,0,1,0,1,3,7,156,94,5,4000,48
41,2,0,1,113,4,3,16,51,3,5,0,43
47,2,0,1,367,2,0,20,120,33,3,0,5
49,2,1,0,587,1,0,0,147,22,4,0,6
28,2,0,1,0,1,1,7,31,12,4,0,20
79,1,0,0,2224,2,0,33,131,59,3,0,3
55,2,0,1,296,2,0,33,26,87,2,3842,6
48,2,0,0,330,1,3,14,70,48,4,0,22
56,1,0,1,395,2,0,27,57,9,3,1452,11
34,2,0,0,1206,2,0,11,44,39,3,0,12
37,2,0,0,954,2,0,12,94,67,4,0,7
46,1,0,1,146,1,3,4,67,15,9,0,43
46,2,0,1,942,2,0,7,132,83,8,4085,48
25,1,1,0,3918,2,0,1,82,3,1,0,6
37,1,0,1,219,3,2,8,97,19,6,0,30
75,1,0,1,851,2,0,30,46,11,4,0,9
48,2,0,0,3159,2,0,13,99,2,8,0,37
71,1,0,0,2031,2,0,23,173,77,1,0,44
33,2,0,1,0,2,0,6,118,38,5,0,29
24,1,0,0,392,1,1,0,77,44,7,0,1
38,2,1,0,527,2,0,10,116,17,3,0,42
41,2,0,0,678,2,1,9,50,79,8,0,40
50,2,1,0,1112,4,1,19,150,45,9,0,19
37,2,1,0,205,1,3,4,29,31,6,0,45
87,2,0,1,584,4,3,2,166,43,5,0,48
47,2,0,1,695,2,0,3,124,27,3,4530,4
46,2,0,0,752,1,2,10,147,42,2,0,45
66,1,0,1,795,2,0,42,65,5,4,1680,5
62,1,1,1,106,2,0,29,98,94,8,3648,38
48,2,0,1,532,2,0,9,127,73,8,4200,22
76,1,1,1,874,1,3,37,45,18,8,0,32
65,2,1,0,543,1,1,30,130,86,7,0,34
26,1,0,1,2820,1,1,3,59,33,9,2576,24
67,2,0,1,0,1,0,24,107,11,4,2714,9
70,1,0,1,4271,2,0,5,149,87,7,2832,26
45,1,1,1,197,3,0,24,119,22,3,3948,13
29,2,1,1,387,2,0,1,45,20,1,0,40
37,1,0,0,980,3,2,16,99,3,7,0,14
36,2,1,0,888,2,0,5,39,0,1,0,25
59,1,1,0,162,1,3,38,42,45,1,0,19
42,1,1,0,941,2,0,12,89,37,5,0,35
19,2,1,1,2612,1,1,0,98,11,4,0,21
41,1,1,0,3149,1,2,16,45,44,9,0,31
35,2,0,0,0,1,3,0,44,8,1,0,38
80,2,1,0,119,1,0,49,107,13,1,0,21
40,2,1,1,1653,2,0,13,81,34,1,0,4
30,1,0,1,399,1,2,2,67,9,3,2736,51
50,1,1,1,816,3,1,0,77,93,9,0,40
32,2,1,0,0,1,3,0,73,30,3,0,32
25,1,0,1,254,3,2,6,24,9,9,0,15
71,1,0,1,286,1,1,22,42,96,1,0,9
73,2,0,1,285,1,1,41,23,67,6,0,41
43,2,1,0,863,4,2,7,48,43,2,0,40
58,2,1,0,785,2,0,27,184,18,7,0,37
55,2,0,0,372,2,0,23,132,81,9,0,27
37,2,0,0,658,1,1,0,57,30,2,0,44
53,1,1,0,139,1,2,33,30,38,6,0,17
20,2,1,1,80,2,0,1,61,28,8,2492,15
68,2,1,1,175,3,0,32,173,30,2,0,19
74,1,1,1,647,1,3,23,178,27,7,4715,43
25,1,0,0,151,2,0,1,20,26,5,0,34
89,2,0,1,0,1,3,4,493,0,8,0,5
36,2,1,0,467,1,2,9,52,29,1,0,35
77,2,1,1,863,1,2,15,149,16,9,0,51
52,2,1,1,798,2,0,15,165,3,3,0,45
85,2,0,0,628,3,1,42,64,20,4,0,49
66,1,1,1,613,1,0,15,41,1,4,0,15
76,2,1,1,130,3,1,55,92,25,2,0,15
62,2,0,0,2672,2,0,27,98,30,2,0,15
61,1,1,1,0,1,2,5,56,45,5,0,24
44,1,1,1,3255,2,0,13,166,33,7,6368,26
29,1,1,1,786,2,0,10,89,723,3,24360,44
25,2,0,0,864,1,3,4,161,10,8,0,3
20,2,0,0,3865,1,2,1,181,14,2,0,48
50,2,0,0,435,1,3,4,98,30,3,0,32
